"","status_id","created_at","text","source","is_quote","is_retweet","retweet_count","favorite_count","quoted_name"
"ArianaGrande.1539","1017521777713582080",2018-07-12 21:31:11,"yo i love you so fucking much https://t.co/Mtx7Nh9ka0","Twitter for iPhone",TRUE,FALSE,3200,25236,"𝘻𝘢𝘬"
"ArianaGrande.1540","1017521623606398977",2018-07-12 21:30:34,"i was expecting it and of course understand it ... but it’s art. it’s okay if not everybody understands everything i do. i’m grateful for the opportunity to be myself and inspire others to do that as well. I would rather do that than play it safe. 🐱🖖🏼 https://t.co/uSMLrSTV5C","Twitter for iPhone",FALSE,FALSE,5038,31344,NA
"ArianaGrande.1541","1017519736068935681",2018-07-12 21:23:04,"honestly thank u ...... it’s so hard bc i share sm w u. i might not make it without giving u like one more but i know u don’t want any! https://t.co/LFfR5iPUsj","Twitter for iPhone",TRUE,FALSE,3109,24706,"avalon 136"
"ArianaGrande.1542","1017518996273483778",2018-07-12 21:20:07,"i saw some of y’all saying u wanted me to do some signed bundles like i did w DW so imma get signing anead of time and drop those &amp; some new merch on the twenty ! 🌫 and the tracklist https://t.co/HX5OG67BHm","Twitter for iPhone",TRUE,FALSE,4918,30663,"ximena♡"
"ArianaGrande.1543","1017518321770655744",2018-07-12 21:17:27,"passing the phone 

giaw is my favorite. it makes me cry every time i hear it you guys r gonna shit. the whole album is fire. and obv i love the song called pete :) you guys are gonna freakout ⚡️⚡️⚡️⚡️⚡️⚡️⚡️⚡️⚡️ https://t.co/uHwuzhadjV","Twitter for iPhone",TRUE,FALSE,4856,35149,"becca"
"ArianaGrande.1544","1017517415738036224",2018-07-12 21:13:51,"i’m adding to this answer.... the fact that both of my idols have blessed this project in their own little way. @imogenheap @madonna. it’s .......... unbelievable to me. i cry thinking ab it. bye i’m crying. https://t.co/JJ3v2ouWj6","Twitter for iPhone",TRUE,FALSE,3586,24531,"liz"
"ArianaGrande.1545","1017516975872987141",2018-07-12 21:12:06,"you &amp; this music https://t.co/JJ3v2ouWj6","Twitter for iPhone",TRUE,FALSE,3312,24819,"liz"
"ArianaGrande.1546","1017516402624823298",2018-07-12 21:09:49,"BC ITS FUN DO U DISAGREE https://t.co/ynwmwwKAH4","Twitter for iPhone",FALSE,FALSE,3536,27400,NA
"ArianaGrande.1547","1017516110042861568",2018-07-12 21:08:39,"omg i do ? thank u so much i’m ..... floored and honored 🙏🏼 https://t.co/Nd0WW5hcJ2","Twitter for iPhone",TRUE,FALSE,4069,30127,"tom"
"ArianaGrande.1548","1017515851812044800",2018-07-12 21:07:38,"it was always set for tonight ☕️🌫 https://t.co/YWaeWiB2ZW","Twitter for iPhone",FALSE,FALSE,3435,26183,NA
"ArianaGrande.1549","1017514909448491010",2018-07-12 21:03:53,"you’ll see in seven hours ☕️🌫 https://t.co/tmQKC9UZgy","Twitter for iPhone",TRUE,FALSE,3167,25028,"𝑒𝒹"
"ArianaGrande.1550","1017514575028195330",2018-07-12 21:02:33,"pussy https://t.co/UapPwCh2L3","Twitter for iPhone",TRUE,FALSE,24898,108553,"romy"
"ArianaGrande.1551","1017514314029326341",2018-07-12 21:01:31,"i sure hope so ! we’ve done everything together so far and it’s all been executed so beautifully. such an honor. issa legend. https://t.co/kYi6RyO1U3","Twitter for iPhone",TRUE,FALSE,2945,22077,"alexa"
"ArianaGrande.1552","1017513901154545665",2018-07-12 20:59:53,"it was so fun n i loved the colors so much the artist who did it is named Alexa Meade . she’s so incredible https://t.co/2NaBqbcbmv","Twitter for iPhone",FALSE,FALSE,3574,25642,NA
"ArianaGrande.1553","1017512099134824449",2018-07-12 20:52:43,"not yet but considering one for r.e.m. or gws https://t.co/ZjiuB7nNFp","Twitter for iPhone",TRUE,FALSE,3211,24108,"katy luvs ari ♡"
"ArianaGrande.1554","1017511290519121920",2018-07-12 20:49:30,"they’re quite different but i hope you’ll love it just as much .... i tink u will https://t.co/k19oYrwFaA","Twitter for iPhone",TRUE,FALSE,3351,24630,"ani"
"ArianaGrande.1555","1017510827006537729",2018-07-12 20:47:40,"prolly 
“&amp; i can be all the things you told me not to be, when u try to come for me i keep on flourishing”
because we can be &amp; we do 🌸 https://t.co/PdK0gTDXIH","Twitter for iPhone",TRUE,FALSE,4754,27514,"meg"
"ArianaGrande.1556","1017510273719197696",2018-07-12 20:45:28,"savan, max, ilya.... they are geniuses. oh and i wrote the verses n pres while daniel was doing my make up one day so daniel too technically 🙈 https://t.co/oJ4I13mLDo","Twitter for iPhone",TRUE,FALSE,3211,23025,"charley"
"ArianaGrande.1557","1017509178221453313",2018-07-12 20:41:07,"all women.
but .... top five: joan grande, nonna, imogen, madonna, whitney. #godisawomantonight https://t.co/gP7yDjuq0Q","Twitter for iPhone",TRUE,FALSE,5127,33065,"Alex Goldschmidt"
"ArianaGrande.1558","1017508615387860998",2018-07-12 20:38:52,"yes ! cause i’m a givah .... isss only nature #godisawomantonight https://t.co/CFBcLzjRjo","Twitter for iPhone",TRUE,FALSE,4366,29367,"paulo"
"ArianaGrande.1559","1017508168983859202",2018-07-12 20:37:06,"let’s play twenty questions #godisawomantonight 🌧","Twitter for iPhone",FALSE,FALSE,4750,38221,NA
"ArianaGrande.1560","1017507746202124289",2018-07-12 20:35:25,"yes 🌫 #godisawomantonight https://t.co/4YXoFA3xWb","Twitter for iPhone",TRUE,FALSE,3095,22852,"serena"
"ArianaGrande.1561","1017506299184144384",2018-07-12 20:29:40,"nope https://t.co/r0U5hWw1gc","Twitter for iPhone",TRUE,FALSE,2801,23979,"kiara"
"ArianaGrande.1562","1017505971843878914",2018-07-12 20:28:22,"song tonight. mv friday at noon. https://t.co/pRQJOsnpHN","Twitter for iPhone",TRUE,FALSE,3959,26999,"𝐭𝐚𝐲𝐥𝐨𝐫"
"ArianaGrande.1563","1017505684928294912",2018-07-12 20:27:14,"seven n a half https://t.co/hgK3AkgQRO","Twitter for iPhone",TRUE,FALSE,3345,25604,"𝐦𝐚𝐫𝐢𝐚 𝐣𝐞𝐬𝐮𝐬"
"ArianaGrande.1564","1017504737888034816",2018-07-12 20:23:28,"my cutie. missed you. https://t.co/qlQtkf45IJ","Twitter for iPhone",TRUE,FALSE,6285,55570,"Ashley Tisdale"
"ArianaGrande.1565","1017443427695386624",2018-07-12 16:19:51,"tonight https://t.co/4j6106cgHx","Twitter for iPhone",FALSE,FALSE,16710,91235,NA
"ArianaGrande.1566","1017262181178658816",2018-07-12 04:19:38,"@badcisions friday baby","Twitter for iPhone",FALSE,FALSE,1233,8263,NA
"ArianaGrande.1567","1017262016233394176",2018-07-12 04:18:59,"@herforevagirl woaaaaaaaaaah.............. ur a psychic bc .... nvm you’ll see","Twitter for iPhone",FALSE,FALSE,1013,8005,NA
"ArianaGrande.1568","1017257355560542208",2018-07-12 04:00:27,"surprise. twenty four hours til giaw. https://t.co/aZlxK9kVCw","Twitter for iPhone",FALSE,FALSE,25430,126946,NA
"ArianaGrande.1569","1017250477866700802",2018-07-12 03:33:08,"i have to tell u sum in a lil bit","Twitter for iPhone",FALSE,FALSE,7506,73362,NA
"ArianaGrande.1570","1017250430609391617",2018-07-12 03:32:56,"hi","Twitter for iPhone",FALSE,FALSE,7838,70549,NA
"ArianaGrande.1571","1017249989519708160",2018-07-12 03:31:11,"♡ @alfredoflores https://t.co/z0s8JKzwxS","Twitter for iPhone",FALSE,FALSE,17766,95433,NA
"ArianaGrande.1572","1017229573816311809",2018-07-12 02:10:04,"such a small, sweet, incredible audience that i literally knew most of by name and username. i misssssssss y’all so much. thank you @amazonmusic @amazon for having me! #AmazonPrimeDay","Twitter for iPhone",FALSE,FALSE,5386,38716,NA
"ArianaGrande.1573","1017212935720976384",2018-07-12 01:03:57,"tune in w/ @amazonmusic 🌫 at https://t.co/E8lKkRX39l #primeday","Twitter Web Client",FALSE,FALSE,3690,25427,NA
"ArianaGrande.1574","1017154784833531905",2018-07-11 21:12:53,"@XxGrandex this shit is so funny every. time.","Twitter for iPhone",FALSE,FALSE,568,5385,NA
"ArianaGrande.1575","1017154606420422659",2018-07-11 21:12:10,"@childrensgrande @minajcum y r u so sweet","Twitter for iPhone",FALSE,FALSE,526,4818,NA
"ArianaGrande.1576","1017118123672133635",2018-07-11 18:47:12,"thank you @madonna ... u know why 
♡ 🌫 https://t.co/ZLZnCmJ2xw","Twitter for iPhone",FALSE,FALSE,9334,68864,NA
"ArianaGrande.1577","1017112538209800206",2018-07-11 18:25:00,"@oItvisuals @VickeyM123 https://t.co/BG99JiLasO","Twitter for iPhone",FALSE,FALSE,991,6176,NA
"ArianaGrande.1578","1017109238198489088",2018-07-11 18:11:54,"@cIoudyrem i adore and care ab u all more than u realize. i know it for a fact.","Twitter for iPhone",FALSE,FALSE,928,6491,NA
"ArianaGrande.1579","1017103542371389440",2018-07-11 17:49:16,"@soulfullyariana thank u https://t.co/0BK6G2vW8G","Twitter for iPhone",FALSE,FALSE,1080,8185,NA
"ArianaGrande.1580","1017101257872375808",2018-07-11 17:40:11,"@bealrightdeluxe you’ll know tomorrow night baby","Twitter for iPhone",FALSE,FALSE,932,7054,NA
"ArianaGrande.1581","1017101108551077888",2018-07-11 17:39:35,"@soulfullyariana hi yesterday was lovely thank u for the hug that i so needed","Twitter for iPhone",FALSE,FALSE,818,6931,NA
"ArianaGrande.1582","1017100777192554496",2018-07-11 17:38:16,"@onelovesbutera that’s v sweet of u to say and means more to me than any of u will ever know","Twitter for iPhone",FALSE,FALSE,740,6142,NA
"ArianaGrande.1583","1017100424871104514",2018-07-11 17:36:52,"@grandeleaves hi","Twitter for iPhone",FALSE,FALSE,585,5407,NA
"ArianaGrande.1584","1017100295690735617",2018-07-11 17:36:21,"@beyapeshit you’ll trust me one day jus watch 😇","Twitter for iPhone",FALSE,FALSE,640,5619,NA
"ArianaGrande.1585","1017098254322978832",2018-07-11 17:28:15,"@adorebuterx same. always and forever. never forget pls.","Twitter for iPhone",FALSE,FALSE,725,5737,NA
"ArianaGrande.1586","1017094627449503744",2018-07-11 17:13:50,"@arianascurse wait ......... has anyone actually listened to any of my albums","Twitter for iPhone",FALSE,FALSE,1479,9263,NA
"ArianaGrande.1587","1017092914621624320",2018-07-11 17:07:02,"@LuvBenzoGrande nOoooooOooOooOoo one else’s.","Twitter for iPhone",FALSE,FALSE,690,6164,NA
"ArianaGrande.1588","1017092857516224512",2018-07-11 17:06:48,"@moonlightbae616 @LuvBenzoGrande do not do it. it should be beautiful and fulfilling and dope. it’s your choice.","Twitter for iPhone",FALSE,FALSE,997,6951,NA
"ArianaGrande.1589","1017088575169597441",2018-07-11 16:49:47,"pussy issa privilege","Twitter for iPhone",FALSE,FALSE,65354,235835,NA
"ArianaGrande.1590","1017088354972831744",2018-07-11 16:48:55,"@gratefulconnor @buterasweeter sex is empowering. it’s the source of all life. pussy is a privilege.","Twitter for iPhone",FALSE,FALSE,2854,11357,NA
"ArianaGrande.1591","1017086616626782211",2018-07-11 16:42:00,".... it lingers when we’re done, you’ll believe god is a woman ☁️☁️☁️☁️☁️☁️☁️☁️☁️","Twitter for iPhone",FALSE,FALSE,9151,55057,NA
"ArianaGrande.1592","1017085961874833414",2018-07-11 16:39:24,"and i..... feel it after miiiiidnight, a feelin that u cant fight","Twitter for iPhone",FALSE,FALSE,7431,45837,NA
"ArianaGrande.1593","1017085674212806660",2018-07-11 16:38:15,"when all is said n done, you’ll believe god is a woman","Twitter for iPhone",FALSE,FALSE,14694,79146,NA
"ArianaGrande.1594","1017085584446251008",2018-07-11 16:37:54,"you ..... love it how i move you, love it how i touch you my one","Twitter for iPhone",FALSE,FALSE,7405,44231,NA
"ArianaGrande.1595","1017073912222535681",2018-07-11 15:51:31,"thank you @ELLEmagazine https://t.co/XNx7jiiJVL and thank you @joangrande i love you https://t.co/Wg0IWjsMbG","Twitter for iPhone",FALSE,FALSE,10446,55051,NA
"ArianaGrande.1596","1017073419899334656",2018-07-11 15:49:34,"@Savan_Kotecha love you","Twitter for iPhone",FALSE,FALSE,557,4388,NA
"ArianaGrande.1597","1016422910788034561",2018-07-09 20:44:40,"@grandescry ty baby 😇","Twitter for iPhone",FALSE,FALSE,740,7216,NA
"ArianaGrande.1598","1016411867168886784",2018-07-09 20:00:47,"naaaaaaaaaaaah https://t.co/C4cLVgbNN2","Twitter for iPhone",TRUE,FALSE,4137,38653,"haylee"
"ArianaGrande.1599","1016396164151873536",2018-07-09 18:58:23,"ain’t nothin to it","Twitter for iPhone",FALSE,FALSE,8123,60575,NA
"ArianaGrande.1600","1016388147008155648",2018-07-09 18:26:32,"@sweeteneramb @arianacarat nope dis a dif one","Twitter for iPhone",FALSE,FALSE,653,6178,NA
"ArianaGrande.1601","1016387554222977024",2018-07-09 18:24:11,"@arianacarat a few lil tings","Twitter for iPhone",FALSE,FALSE,673,6205,NA
"ArianaGrande.1602","1016387139670609920",2018-07-09 18:22:32,"@shuutyomouth i’m so blessed that this is even my life, i’d be out of my mind to ask for anything more. i’m so proud of my music &amp; grateful for my gift. it’ll happen when it happens &amp; if it doesn’t, I’m solid. 🖖🏼","Twitter for iPhone",FALSE,FALSE,1377,8390,NA
"ArianaGrande.1603","1016385604093956105",2018-07-09 18:16:26,"okay i promise https://t.co/Am92j2gGPH","Twitter for iPhone",TRUE,FALSE,3969,36882,"diogo"
"ArianaGrande.1604","1016383098580291584",2018-07-09 18:06:28,"i love u","Twitter for iPhone",FALSE,FALSE,15213,89885,NA
"ArianaGrande.1605","1016383020205559809",2018-07-09 18:06:10,"sheesh. all thanks to u. thank you. hi i can’t wait for u to hear this album it’s consuming my brain i’m so excited &amp; i love u all v much. okay bye. https://t.co/2RBzobX0ep","Twitter for iPhone",TRUE,FALSE,5272,39785,"Matthew 💖💕"
"ArianaGrande.1606","1016382451747360770",2018-07-09 18:03:54,"ily https://t.co/o1uexE0LR3","Twitter for iPhone",TRUE,FALSE,3636,31234,"angie 178"
"ArianaGrande.1607","1016366726232137728",2018-07-09 17:01:25,"https://t.co/Diy9HBkOkS","Twitter for iPhone",FALSE,FALSE,21961,151847,NA
"ArianaGrande.1608","1016030053593944064",2018-07-08 18:43:36,"omg https://t.co/C0BzhWfPdj","Twitter for iPhone",TRUE,FALSE,3279,31480,"sadbh"
"ArianaGrande.1609","1016025807272251392",2018-07-08 18:26:43,"oh i do bitch. love you. https://t.co/l8TQA6Q71U","Twitter for iPhone",FALSE,FALSE,4952,43323,NA
"ArianaGrande.1610","1016025286696210434",2018-07-08 18:24:39,"@ahoe_ okay okay 🙈 be nice to that man. he’s wonderful. and very human. always puts his artists’ health and happiness first.","Twitter for iPhone",FALSE,FALSE,1179,8934,NA
"ArianaGrande.1611","1016000466885505024",2018-07-08 16:46:02,"o well i couldn’t resist. fourty day. 🌫 https://t.co/Yuh9yhvFki","Twitter for iPhone",FALSE,FALSE,21085,92306,NA
"ArianaGrande.1612","1015981123439079424",2018-07-08 15:29:10,"mood dis whole year / life @pharrell https://t.co/VfXCe2aMWL","Twitter for iPhone",FALSE,FALSE,6289,41217,NA
"ArianaGrande.1613","1015980042470518785",2018-07-08 15:24:52,"n if it ain’t one thing issanother .... n u need someone to pull u out the bubble.... i’ll be right there","Twitter for iPhone",FALSE,FALSE,6275,43541,NA
"ArianaGrande.1614","1015979778745257989",2018-07-08 15:23:49,"i’m wit u i’m wit u i’m wit u jus call me no matter the issue ... no matter what","Twitter for iPhone",FALSE,FALSE,9360,58838,NA
"ArianaGrande.1615","1015970400566734849",2018-07-08 14:46:33,"tea i love @pharrell","Twitter for iPhone",FALSE,FALSE,5093,44129,NA
"ArianaGrande.1616","1015861553843789824",2018-07-08 07:34:02,"wha what about la perla","Twitter for iPhone",FALSE,FALSE,5243,49774,NA
"ArianaGrande.1617","1015856798191046656",2018-07-08 07:15:09,"we can leave rn boy u don’t need a duffffle","Twitter for iPhone",FALSE,FALSE,5932,48011,NA
"ArianaGrande.1618","1015856724169973760",2018-07-08 07:14:51,"whats ya next month like ? tell me whatcha up to","Twitter for iPhone",FALSE,FALSE,6175,63413,NA
"ArianaGrande.1619","1015765615078977536",2018-07-08 01:12:49,"https://t.co/GQYQ8GGOJZ 🌫 ♡🍴 https://t.co/RKhdJBDEep","Twitter for iPhone",FALSE,FALSE,4919,39317,NA
"ArianaGrande.1620","1015752681279950848",2018-07-08 00:21:25,"duh, rose https://t.co/AQQQ2PhYrn","Twitter for iPhone",TRUE,FALSE,9558,71574,"QUEEN"
"ArianaGrande.1621","1015743442788503552",2018-07-07 23:44:43,"they say numbas don’t matta https://t.co/rWVQpLjqA8","Twitter for iPhone",TRUE,FALSE,7729,57189,"QUEEN"
"ArianaGrande.1622","1015657979075596288",2018-07-07 18:05:06,"https://t.co/QG5FfsCfxs","Twitter for iPhone",FALSE,FALSE,22183,113972,NA
"ArianaGrande.1623","1015493673579110400",2018-07-07 07:12:13,"preorder sweetener here 
https://t.co/kgaHLWjUeK
‘god is a woman’ coming soon ... sweet dreams 🌫 https://t.co/Sf2XyYN0OO","Twitter for iPhone",FALSE,FALSE,5997,34356,NA
"ArianaGrande.1624","1015492964888530944",2018-07-07 07:09:24,"got a kiss .... w your naaame on it","Twitter for iPhone",FALSE,FALSE,17282,106263,NA
"ArianaGrande.1625","1015492251743588352",2018-07-07 07:06:34,"strawberry lingerie","Twitter for iPhone",FALSE,FALSE,9156,66140,NA
"ArianaGrande.1626","1015439519565348864",2018-07-07 03:37:02,"got a bed wit your name on it https://t.co/PMcxXp2BA6","Twitter for iPhone",FALSE,FALSE,23526,149634,NA
"ArianaGrande.1627","1015438336121561088",2018-07-07 03:32:19,"#bedvideo out now @nickiminaj i love u https://t.co/7gSGMyRh8c https://t.co/w1QvON9men","Twitter for iPhone",FALSE,FALSE,12798,61609,NA
"ArianaGrande.1628","1015433938020585472",2018-07-07 03:14:51,"🛏 ♡ #bedvideo https://t.co/mZfDXTp2GF","Twitter for iPhone",TRUE,FALSE,6310,31906,"QUEEN"
"ArianaGrande.1629","1015420923330138117",2018-07-07 02:23:08,"lmaoooooo https://t.co/jJhIiYTyJR","Twitter for iPhone",TRUE,FALSE,4485,38040,"QUEEN"
"ArianaGrande.1630","1015365202286661634",2018-07-06 22:41:43,"#bedvideo tonight 🛏 ♡ ☁️ https://t.co/FACs0Nclhm","Twitter for iPhone",FALSE,FALSE,12750,82639,NA
"ArianaGrande.1631","1015362943276519424",2018-07-06 22:32:44,"issa queen. love u forever. https://t.co/QFqRB4YHtq","Twitter for iPhone",TRUE,FALSE,5024,35866,"QUEEN"
"ArianaGrande.1632","1015361976527212544",2018-07-06 22:28:54,"nicki’s been busting her ass to get u this video for weeks and we love u all thank u for ya patience the baby is coming tonight #bedvideo 🛏 ♡ ☁️","Twitter for iPhone",FALSE,FALSE,9907,71198,NA
"ArianaGrande.1633","1015302346618949633",2018-07-06 18:31:57,"@betteroffdeIuxe sksksjsjs i love y’all so fuckin much. talk to u soon.","Twitter for iPhone",FALSE,FALSE,628,5780,NA
"ArianaGrande.1634","1015301456499564544",2018-07-06 18:28:25,"@betteroffdeIuxe r u good","Twitter for iPhone",FALSE,FALSE,599,5501,NA
"ArianaGrande.1635","1015274280366505984",2018-07-06 16:40:25,"@aintnotearsleft no i wanted u to know baby","Twitter for iPhone",FALSE,FALSE,662,6179,NA
"ArianaGrande.1636","1015264018230112256",2018-07-06 15:59:39,"sksjsjjs https://t.co/OWfvKSzFhe","Twitter for iPhone",TRUE,FALSE,5430,45425,"sav ♡"
"ArianaGrande.1637","1015102118578049025",2018-07-06 05:16:19,"n i wanna end up on youuu","Twitter for iPhone",FALSE,FALSE,16531,97725,NA
"ArianaGrande.1638","1015101714335260672",2018-07-06 05:14:43,"dear beloved","Twitter for iPhone",FALSE,FALSE,8283,61308,NA
"ArianaGrande.1639","1015043102007005184",2018-07-06 01:21:48,"i love u all v much more. u wouldn’t believe tbh https://t.co/kEe0UkfeJU","Twitter for iPhone",TRUE,FALSE,4341,40018,"caio"
"ArianaGrande.1640","1015042444340203525",2018-07-06 01:19:11,"mmmm hmmmmm https://t.co/52mgIXzN1x","Twitter for iPhone",FALSE,FALSE,4047,34747,NA
